#Generated on Thu, 26 Feb 2015 16:08:47 CET 
#Registered probes: 12790
#Connected probes: 7672
#No.:ASN:Holder:Count of registered probes:Count of connected probes:Cumulative probability of connected probes
869:9340:INDONET-AS-AP INDO Internet, PT,ID:1:1:0.7581
870:9617:ZAQ KANSAI MULTIMEDIA SERVICE COMPANY,JP:1:1:0.7582
871:199542:SONASSI Sonassi Ltd,GB:1:1:0.7583
872:197696:EVOLIX-AS Evolix SARL,FR:1:1:0.7585
873:197690:CBLUE-AS CBlue SPRL,BE:1:1:0.7586
874:197996:FLEXMULTIMEDIA Flex Multimedia SA,CH:1:1:0.7587
875:9329:SLTINT-AS-AP Sri Lanka Telecom Internet,LK:1:1:0.7589
876:58079:SATCOM-TROYAN-NET Skynet Ltd,BG:1:1:0.7590
877:40981:UNIVCG University of Montenegro,ME:1:1:0.7591
878:197451:VUTBR-AS Brno University of Technology,CZ:2:1:0.7593
879:8943:JUMP Jump Networks Ltd.,GB:1:1:0.7594
880:37006:LiquidTelecommunicationRwanda,RW:1:1:0.7595
881:37557:NOVAFONE-lr,LR:2:1:0.7596
882:49896:SI-JAPET JAPET d.o.o.,SI:1:1:0.7598
883:48364:ACVYSKOV-AS Radim Pytela - AC Vyskov,CZ:1:1:0.7599
884:48362:TKSWF-AS Stadtwerke Feldkirch,AT:1:1:0.7600
885:12990:ONET-PL-AS1 Grupa Onet.pl S.A.,PL:2:1:0.7602
886:6807:KHARKIV-AS National Technical University 'Kharkiv Polytechnical Institute',UA:1:1:0.7603
887:41695:VOSTRON-AS Vostron Ltd,GB:1:1:0.7604
888:34970:DIATEM DIATEM SARL,FR:1:1:0.7606
889:48417:ITS-CZ ITS akciova spolecnost AS,CZ:1:1:0.7607
890:92:CLARKSON-AS - Clarkson University,US:1:1:0.7608
891:48142:PERMANETAS Permanet Ltd,IE:1:1:0.7609
892:9186:ONI ONITELECOM Autonomous System,PT:1:1:0.7611
893:50168:BOGALNET Bogal AB,SE:1:1:0.7612
894:3208:ARN,DZ:2:1:0.7613
895:198541:MTT-CONNECT-IVANOVO-AS MTT Connect Ltd.,RU:2:1:0.7615
896:41589:LGTECH-AS Lux Green Technologies Sarl,LU:1:1:0.7616
897:41588:AKSON45 FOP Timoshenko Yurii Valentinivich,UA:1:1:0.7617
898:54390:LAMBNET - XtcN,US:1:1:0.7619
899:37312:Clickatell,ZA:1:1:0.7620
900:197731:TUXIS J.M. Schouten trading as Tuxis Internet Engineering,NL:1:1:0.7621
901:41765:IPGARDE-AS IPGarde SAS,FR:1:1:0.7623
902:557:UMAINE-SYS-AS - University of Maine System,US:1:1:0.7624
903:197075:ACTIVENETWORK-AS Active Network S.p.A.,IT:1:1:0.7625
904:197076:TUTOR-AS TUTOR S.A.,FR:2:1:0.7626
905:17828:TIARE-AS-PG Tiare, a business unit of Pacific Mobile Communications.,PG:1:1:0.7628
906:12946:TELECABLE Telecable de Asturias,SA,ES:1:1:0.7629
907:26803:FIBERNOC - Fiber Internet Center,US:1:1:0.7630
908:5459:LINX-AS London Internet Exchange Ltd.,GB:1:1:0.7632
909:62240:CLOUVIDER Clouvider Limited,GB:1:1:0.7633
910:1756:HAMYAR-AS Shiraz Hamyar Co.,IR:1:1:0.7634
911:29760:M2-CONNECTIONS - M2 Connections,US:1:1:0.7636
912:35158:DANSKNET Dansk Net A/S,DK:1:1:0.7637
913:132125:BRAINTRUST-AS-AP Braintrust Ltd,NZ:1:1:0.7638
914:47215:FILOO-ASN filoo GmbH Autonomous System,DE:1:1:0.7639
915:35152:NETWORK-AS Network Consulting,FR:1:1:0.7641
916:31124:SEFANET-AS Societe Electrique des Forces de l'Aubonne,CH:1:1:0.7642
917:197119:ASKRENA KRENA - Kyrgyz research and education network association,KG:2:1:0.7643
918:17470:ETISALATLK-AS Etisalat Lanka (Pvt) Ltd.,LK:1:1:0.7645
919:5539:SPACENET SpaceNET AG,DE:1:1:0.7646
920:5538:SIGMANET-NIC Institute of Mathematics and Computer Science of University of Latvia,LV:1:1:0.7647
921:202032:GOLINE GOLINE SA,CH:1:1:0.7649
922:1280:ISC-AS-1280 - Internet Systems Consortium, Inc.,US:2:1:0.7650
923:39591:GLOBAL-E Global-e Network,NL:1:1:0.7651
924:26711:ICANN-MDR - ICANN,US:1:1:0.7653
925:47698:KIREI Kirei AB,SE:1:1:0.7654
926:50702:PLANET-WORK-ASN Planet-Work,FR:1:1:0.7655
927:51050:H4HOSTING-AS H4Hosting B.V.,NL:1:1:0.7656
928:8763:DENIC-AS DENIC eG,DE:1:1:0.7658
929:47814:SNLV-AS SIA Stream Networks,LV:1:1:0.7659
930:681:ERX-KAWAIHIKO-1 The University of Waikato,NZ:1:1:0.7660
931:29107:SYNAPSE-AS Open JSC "Stock company "Sater",UA:1:1:0.7662
932:50897:TELECOM-BRETAGNE TELECOM BRETAGNE,FR:1:1:0.7663
933:61349:MAXITEL MaxiTEL Telecom B.V.,NL:1:1:0.7664
934:61343:PATRONAS-AS PATRONAS Financial Systems GmbH,DE:1:1:0.7666
935:12833:GIGAPIX GigaPix - Portuguese Internet eXchange,PT:1:1:0.7667
936:35434:PIRXNET-AS PirxNet Grzegorz Bialas,PL:1:1:0.7668
937:8546:YOUR-COMMS-UK-AS Thus Group Plc.,GB:1:1:0.7669
938:27769:DSR Comunicaciones S.A.,AR:1:1:0.7671
939:5628:EUROTEL-SK Slovak Telecom, a. s.,SK:1:1:0.7672
940:7459:GRANDECOM-AS1 - Grande Communications Networks, LLC,US:1:1:0.7673
941:28968:EUT-AS EUT IP Network,RU:1:1:0.7675
942:34154:CONFIGO-AS Configo Systems Gesellschaft fuer Systemloesungen mbH,DE:1:1:0.7676
943:28742:GOLDNET-ITALY-AS Goldnet Italy Srl,IT:1:1:0.7677
944:35067:PROKK-AS ProKK SE,UA:3:1:0.7679
945:43260:ROUTERGATE DGN TEKNOLOJI BILISIM YAYINCILIK SANAYI VE LIMITED SIRKETI,TR:1:1:0.7680
946:10881:FUNPAR - Fundacao da UFPR para o DCTC,BR:1:1:0.7681
947:35573:AVCOM-AS "AVCOM" d.o.o.,RS:1:1:0.7682
948:12350:VTX-NETWORK VTX Services SA,CH:3:1:0.7684
949:39179:MODRUS-TRANSIT-AS Modrus Limited,GB:1:1:0.7685
950:51468:ONECOM One.com A/S,DK:1:1:0.7686
951:50071:SRDV-AS CJSC "COMSTAR-REGIONS",RU:1:1:0.7688
952:7527:JPIX Japan Internet Exchange Co., Ltd.,JP:1:1:0.7689
953:1742:HARVARD-UNIV - Harvard University,US:1:1:0.7690
954:376:RISQ-AS - Reseau d'informations scientifiques du Quebec (RISQ),CA:3:1:0.7692
955:51290:HOSTEAM-AS HOSTEAM S.C. TOMASZ GROSZEWSKI BARTOSZ WASZAK LUKASZ GROSZEWSKI,PL:1:1:0.7693
956:16668:GBPSW-AS - GBP Software, LLC,US:1:1:0.7694
957:43192:IMEDIA-AS Ajisko Ltd T\A Integrated Media Solutions,IE:1:1:0.7696
958:6147:Telefonica del Peru S.A.A.,PE:2:1:0.7697
959:43198:OUTSOURCERY-AS Outsourcery Hosting LTD,GB:1:1:0.7698
960:8812:NMPWFL Nokia Mobile Phones,FI:1:1:0.7699
961:56132:MONASHUNI-AU-AS-AP Monash University,AU:1:1:0.7701
962:39007:BALTICUM-TV-AS Balticum TV Autonomous System,LT:1:1:0.7702
963:17621:CNCGROUP-SH China Unicom Shanghai network,CN:1:1:0.7703
964:17622:CNCGROUP-GZ China Unicom Guangzhou network,CN:1:1:0.7705
965:56534:PIRIX-INET-AS PIRIX, ltd,RU:1:1:0.7706
966:28707:KANGAROOT-AS Kangaroot BVBA,BE:1:1:0.7707
967:46019:UNIBRAW-AS-ID Universitas Brawijaya,ID:1:1:0.7709
968:16395:MBIX-NET - Manitoba Internet Exchange Inc,CA:1:1:0.7710
969:34814:DYTYNETS-AS Osnova-Internet LLC,UA:1:1:0.7711
970:9249:VUTELECOM-AS01-VU-AP Telecom Vanuatu Limited,VU:1:1:0.7712
971:200174:PREMIERBB-AS Premier Broadband Limited,IE:1:1:0.7714
972:56910:LAMDAHELLIX Lamda Hellix SA,GR:2:1:0.7715
973:56911:ASN-WARIAN Warian S.A.S. de Giordano Alfredo & C.,IT:1:1:0.7716
974:25540:ALPHALINK-AS Alphalink ISP,FR:1:1:0.7718
975:13287:NIXVAL NIXVAL Data Center,ES:2:1:0.7719
976:24893:POLYNET-AS National University Lviv Politechnika,UA:1:1:0.7720
977:199220:KRS-AS-CZ KrU Stredoceskeho kraje,CZ:1:1:0.7722
978:4538:ERX-CERNET-BKB China Education and Research Network Center,CN:1:1:0.7723
979:4826:VOCUS-BACKBONE-AS Vocus Connect International Backbone,AU:1:1:0.7724
980:33763:Paratus-Telecom,NA:2:1:0.7725
981:8564:ROL Raiffeisen OnLine GmbH,IT:1:1:0.7727
982:57069:ASDCC Dempsey and Clark s.r.o.,CZ:1:1:0.7728
983:38158:CBN-NETWORKS-AS-ID Network Access Provider,ID:1:1:0.7729
984:24090:UNISAINS-AS-AP Universiti Sains Malaysia (USM),MY:1:1:0.7731
985:42800:APPNOR-AS Appnor MSP SA,RO:1:1:0.7732
986:36947:ALGTEL-AS,DZ:2:1:0.7733
987:11976:FIDN - Fidelity Communication International Inc.,US:1:1:0.7735
988:57084:BJAREKRAFT Bjare Kraft AB,SE:1:1:0.7736
989:10396:COQUI-NET - DATACOM CARIBE, INC.,PR:1:1:0.7737
990:25528:VODATEL-AS Metronet telekomunikacije d.d.,HR:2:1:0.7739
991:27960:Coop. de Obras y Serv. Pub. Ltda. de Rio Tercero,AR:1:1:0.7740
992:37012:ComSysGH-AS,GH:1:1:0.7741
993:37542:Iclix-CC,ZA:1:1:0.7742
994:62874:WEB2OBJECTS-LLC - Web2Objects LLC,US:1:1:0.7744
995:198370:JG-ASN Joker Games d.o.o Novi Sad,RS:1:1:0.7745
996:47794:ATHEEB-AS Etihad Atheeb Telecom Company,SA:2:1:0.7746
997:3220:INTERNET-TECHNOLOGY-ADVISORS Internet Technology Advisors Scandinavia Ab,SE:1:1:0.7748
998:48139:BOYENS Boyens Medienholding GmbH & Co. KG,DE:1:1:0.7749
999:34764:FISDE-AS Maurice Funke,DE:1:1:0.7750
1000:49402:HERMES-SOFTLAB-AS COMTRADE programske resitve d.o.o.,SI:1:1:0.7752
1001:49403:AVK-WELLCOM-AS AVK-Wellcom Ltd.,RU:1:1:0.7753
1002:38639:HANABI NTT Communications Corporation,JP:1:1:0.7754
1003:58206:RACKSPOT RACKSPOT LDA,PT:1:1:0.7755
1004:48137:PI-GROUP PI-GROUP BVBA,BE:1:1:0.7757
1005:3233:RNC RNC,RO:1:1:0.7758
1006:3238:ALCOM Alands Datakommunikation Ab,FI:1:1:0.7759
1007:1967:TR-NET Middle East Technical University,TR:1:1:0.7761
1008:37309:QCell,GM:3:1:0.7762
1009:1610:CONTE-25-ASN - Contegix,US:1:1:0.7763
1010:198570:STNB-AS Stadtnetz Bamberg Gesellschaft fuer Telekommunikation mbH,DE:1:1:0.7765
1011:41599:RFEI-AS Private higher education institution autonomous nonprofit organisation 'Regional Finance and Economic Institute',UA:1:1:0.7766
1012:44257:TNGS-SOUTH CJSC "COMSTAR-regions",RU:1:1:0.7767
1013:198869:ITET-AS iTet AS,NO:1:1:0.7769
1014:198203:ASN-ROUTELABEL RouteLabel V.O.F.,NL:1:1:0.7770
1015:15672:TZTELECOM OOO Telecom TZ,RU:1:1:0.7771
1016:198208:KKTCTELEKOMDAIRESI KKTC Telekom,TR:1:1:0.7772
1017:3356:LEVEL3 - Level 3 Communications, Inc.,US:2:1:0.7774
1018:2547:BMENET-AS Budapest University of Technology and Economics,HU:1:1:0.7775
1019:47377:MES Mobistar SA,BE:2:1:0.7776
1020:62251:DREAMLESS-AS Dremuchij Les Ltd,RU:1:1:0.7778
1021:44431:OMNIACCESS-AS OmniAccess S.L.,ES:1:1:0.7779
1022:36483:GOSSAMERTHREADS - Gossamer Threads Inc.,CA:1:1:0.7780
1023:41682:ERTH-TMN-AS CJSC "ER-Telecom Holding",RU:3:1:0.7782
1024:34892:INFOLINK-AS Infolink,RU:1:1:0.7783
1025:15451:DATEV eG,DE:2:1:0.7784
1026:1140:SIDN Stichting Internet Domeinregistratie Nederland,NL:1:1:0.7785
1027:202042:SKROUTZ-GR Skroutz Internet Services S.A.,GR:1:1:0.7787
1028:5503:RMIFL RM Education PLC,GB:2:1:0.7788
1029:50087:OUVANET OUVANET SARL,FR:1:1:0.7789
1030:1547:IDK-NETWORK JSCC Interdnestrcom,MD:1:1:0.7791
1031:34093:PLUSLINE-AS NWT a.s,CZ:1:1:0.7792
1032:43975:VTK-AS OJSC Rostelecom,RU:1:1:0.7793
1033:50244:ITELECOM Pixel View SRL,RO:2:1:0.7795
1034:31592:KERNEN Thomas Kernen,CH:1:1:0.7796
1035:546:SPARTA-AS - Sparta, Inc.,US:1:1:0.7797
1036:35584:MILLENNIUM-IT-AS Millennium IT SRL,RO:1:1:0.7798
1037:41783:ITAEC-AS Informational technologies and electronic communications LLC,RU:1:1:0.7800
1038:48943:KAPPERNET KAPPER NETWORK-COMMUNICATIONS GmbH,AT:1:1:0.7801
1039:12826:CETSI Conseils et Systemes Informatiques,FR:1:1:0.7802
1040:34524:DIGICOM-AS Digital Communications Ltd.,BG:1:1:0.7804
1041:132797:VANUATU-AS-AP Vanuatu Internet Exchange (VIX),VU:1:1:0.7805
1042:17253:COMMUNIGROUP - TEC of Jackson, Inc.,US:1:1:0.7806
1043:17:PURDUE - Purdue University,US:1:1:0.7808
1044:28738:INTERLAN-AS LLC Company Interlan Communications,RU:1:1:0.7809
1045:29605:BCS BCS Technologies SAS,FR:1:1:0.7810
1046:35140:SPIN CJSC Race Telecom,RU:1:1:0.7812
1047:28220:CABO SERVICOS DE TELECOMUNICACOES LTDA,BR:1:1:0.7813
1048:23265:POCKETINET - Pocketinet Communications, Inc,US:1:1:0.7814
1049:22394:CELLCO - Cellco Partnership DBA Verizon Wireless,US:1:1:0.7815
1050:58308:CUSAE-AS Cusae SARL,FR:1:1:0.7817
1051:199952:TVT-AS Television Costa Blanca SL,ES:1:1:0.7818
1052:13999:Mega Cable, S.A. de C.V.,MX:1:1:0.7819
1053:35505:PRONETIT-AS Pronet Solutii IT SRL,RO:1:1:0.7821
1054:61354:DENOVO-AS Limited Liability Company "De Novo",UA:1:1:0.7822
1055:31371:WISSENSCHAFTSLADEN-AS Wissenschaftsladen Dortmund e.V.,DE:1:1:0.7823
1056:20626:Sandviken Energi AB,SE:1:1:0.7825
1057:19171:STARGATE-VAN - Stargate Connections Inc.,CA:2:1:0.7826
1058:24776:INFOCLIP-AS INFOCLIP SA,FR:1:1:0.7827
1059:25048:DSNETHOSTING DSNet Hosting Limited,GB:1:1:0.7828
1060:197895:ONYX-AS ONYX engineering, spol. s r. o.,CZ:1:1:0.7830
1061:197893:ELSUHD-AS Elsuhd Net Ltd. Company for Communications and Computer Services,IQ:1:1:0.7831
1062:16125:BALTICSERVERS1-AS UAB DUOMENU CENTRAS,LT:1:1:0.7832
1063:198971:ALPOL_VPS365-AS ALPOL Przemyslaw Lepiarz,PL:1:1:0.7834
1064:29467:LUXNETWORK LUXNETWORK S.A.,LU:1:1:0.7835
1065:43321:SATELCOM-SERVICE-AS Satelcom-Service Ltd.,RU:1:1:0.7836
1066:39010:TERRANET-AS TerraNet sal,LB:1:1:0.7838
1067:16016:VOLJATEL-AS Tusmobil d.o.o.,SI:1:1:0.7839
1068:56456:C2NET C2NET s.r.o.,CZ:1:1:0.7840
1069:7050:UW-MILWAUKEE-AS1 - University of Wisconsin - Milwaukee,US:1:1:0.7842
1070:60804:BOXIS Swiss InterWeb Sarl,CH:1:1:0.7843
1071:24958:TBSH The Bunker Secure Hosting Limited,GB:1:1:0.7844
1072:39927:ELIGHT-AS E-Light-Telecom,RU:1:1:0.7845
1073:250:SACREDCHAO-AS AS250.net Foundation,DE:1:1:0.7847
1074:251:KAIAGLOBAL-AS Kaia Global Networks Ltd.,GB:3:1:0.7848
1075:60241:HUBS-EDIN High-Speed Universal Broadband Services C.I.C.,GB:1:1:0.7849
1076:16724:WOW-DATACENTER-NET - WideOpenWest Finance LLC,US:1:1:0.7851
1077:57670:ASOPENWAY "OPENWAY" LLC.,UA:2:1:0.7852
1078:131310:PLT-NET-MY CX2 Computer Exchange,MY:1:1:0.7853
1079:33980:PAF Frobbit Ab,DE:1:1:0.7855
1080:196925:AZRT-AS Azertelekom,AZ:1:1:0.7856
1081:20723:MGI CZ.MGI autonomous system, Czech Republic,CZ:1:1:0.7857
1082:196921:WIMD-KUWAIT Wireless Mobile Data Company,KW:1:1:0.7858
1083:196922:HOFMEIR-AS Hofmeir Media GmbH,DE:1:1:0.7860
1084:200163:NO-ITERANETWORKS Itera Norge AS,NO:1:1:0.7861
1085:16345:BEE-AS OJSC "VimpelCom",RU:2:1:0.7862
1086:41965:FIBERNET FiberNet Communication LLC,AM:1:1:0.7864
1087:60792:PWNY PWNY Sweden AB,SE:1:1:0.7865
1088:21637:SMARTROVE-1 - Smartrove Inc.,US:1:1:0.7866
1089:49544:INTERACTIVE3D i3d B.V.,NL:2:1:0.7868
1090:199788:MPS - Motion Picture Solutions Limited,GB:1:1:0.7869
1091:199789:ETHERLAND-GR ETHERLAND I.K.E.,GR:1:1:0.7870
1092:4760:HKTIMS-AP PCCW Limited,HK:2:1:0.7871
1093:57079:VARIANTTV-AS OOO firma "Variant-TV",RU:1:1:0.7873
1094:9433:MASSEY-AS Massey University,NZ:1:1:0.7874
1095:3178:WIDETELECOM-AS FastLine For Communication And Information Technology Ltd,IQ:1:1:0.7875
1096:42810:TCNETCH TcNet GmbH,CH:1:1:0.7877
1097:199764:EA-RO-BUCHAREST Electronic Arts Limited,GB:1:1:0.7878
1098:62402:QNREN University of Qatar,QA:1:1:0.7879
1099:49895:DCENTER-AS dcenter.pl Sp. z o.o.,PL:2:1:0.7881
1100:41364:TOPIX-PDI-AS Consorzio Topix - Torino e Piemonte Exchange Point,IT:1:1:0.7882
1101:9182:COMSPACEAS COMSPACE GmbH & Co KG,DE:1:1:0.7883
1102:31424:NEXELLENT-AS nexellent ag,CH:1:1:0.7885
1103:20657:ATLANTIS Atlantis BG, Ltd.,BG:2:1:0.7886
1104:58054:TV-NET-UA-AS TV-NET LLC,UA:2:1:0.7887
1105:37577:Airtel-BF,BF:1:1:0.7888
1106:6222:EMBARQ-CLTN - Embarq Corporation,US:1:1:0.7890
1107:42148:BEIREL-AS Beirel Telecom LLC,RU:1:1:0.7891
1108:42927:S-NET-AS S-NET Sp. z o.o.,PL:1:1:0.7892
1109:47232:GRAPESC ISP Alliance a.s.,CZ:1:1:0.7894
1110:48309:AGS-AS Ariana Gostar Spadana (PJSC),IR:1:1:0.7895
1111:199366:TTNETDC Yesilbir Bilisim Teknolojileri Bilgisayar Yayincilik Sanayi ve Ticaret Ltd. Sti.,TR:1:1:0.7896
1112:199367:AS_GBP Globe Business Publishing Limited,GB:1:1:0.7898
1113:48437:MEREZHA-UA-AS PP Merezha,UA:1:1:0.7899
1114:44684:MYTHIC Mythic Beasts Ltd,GB:1:1:0.7900
1115:44134:BOLIGNET-AS Bolignet Autonomous System,DK:1:1:0.7901
1116:198362:HELIACAL HELIACAL NETWORKS LTD,GB:1:1:0.7903
1117:196655:MSOYNET-AS Mantsalan Sahko Oy,FI:2:1:0.7904
1118:30982:CAFENET,TG:3:1:0.7905
1119:14080:Telmex Colombia S.A.,CO:1:1:0.7907
1120:38629:OKN NTT Communications Corporation,JP:1:1:0.7908
1121:33835:INFOSAT-AS INFOSAT TELECOM S.A.,FR:1:1:0.7909
1122:21412:CGATES-AS UAB "Cgates",LT:1:1:0.7911
1123:21415:INTERNETGROUP-AS-BG Internet Group Ltd.,BG:1:1:0.7912
1124:3225:GULFNET-KUWAIT Gulfnet Kuwait,KW:2:1:0.7913
1125:39766:NETKABEL-AS Net Kabel Broadband Network,MK:1:1:0.7914
1126:9299:IPG-AS-AP Philippine Long Distance Telephone Company,PH:2:1:0.7916
1127:3221:EENET-AS Hariduse Infotehnoloogia Sihtasutus,EE:1:1:0.7917
1128:3223:VOXILITY Voxility S.R.L.,RO:1:1:0.7918
1129:8859:OSN OSN Online Service Nuernberg GmbH,DE:1:1:0.7920
1130:199562:EDIFICOM-AS Edifice Communications SA,CH:1:1:0.7921
1131:49567:APTUS-AS Aptus Ltd,IE:1:1:0.7922
1132:35656:JUNET Jordanian Universities Netwotk L.L.C.,JO:1:1:0.7924
1133:12923:WIZARD-AS Wizard Computersysteme GmbH,DE:1:1:0.7925
1134:15605:ICTVALLEUMBRA-AS ICT Valle Umbra s.r.l.,IT:1:1:0.7926
1135:12929:NETCOM-AS TeliaSonera Norge AS,NO:1:1:0.7928
1136:2847:LITNET Kaunas University of Technology,LT:1:1:0.7929
1137:41711:VISUAL-AS Visual Unity a.s.,CZ:1:1:0.7930
1138:59944:EDD EDD SA,FR:1:1:0.7931
1139:41782:BGLAN-AS BGLAN Ltd,BG:1:1:0.7933
1140:27364:ACS-INTERNET - Armstrong Cable Services,US:1:1:0.7934
1141:3324:AS3324_FUJITSU_SPAIN FUJITSU TECHNOLOGY SOLUTIONS, S.A.,ES:1:1:0.7935
1142:5470:ASAUTHNET Aristotle University of Thessaloniki,GR:1:1:0.7937
1143:38195:APEXN-AS APEXn Pty Ltd,AU:1:1:0.7938
1144:5479:UNI-VILNIUS Kaunas University of Technology,LT:1:1:0.7939
1145:37199:VANILLA,ZA:1:1:0.7941
1146:1237:KREONET-AS-KR Korea Institute of Science and Technology Information,KR:2:1:0.7942
1147:62225:HALDENDATASERVICE Dataservice AS,NO:1:1:0.7943
1148:7057:MANAGEDNETWORK - Managed Network Systems Inc.,CA:1:1:0.7944
1149:37979:TPN-AS-AP ThePacific.Net Ltd,NZ:1:1:0.7946
1150:37204:TELONE,ZW:1:1:0.7947
1151:33988:TEAMIX Teamix GmbH,DE:1:1:0.7948
1152:51082:CAVIL-AS CAV Systems Ltd,IL:1:1:0.7950
1153:30988:ISInternetSolutions,NG:2:1:0.7951
1154:8636:MAXNET Autonomous System for,RU:1:1:0.7952
1155:47237:NURTELECOM-AS-RIPE Nurtelecom LLC.,KG:1:1:0.7954
1156:59547:SYNTIGO SYNTIGO S.A./N.V.,BE:1:1:0.7955
1157:37996:CONEXIM-NET-AS-AP Conexim Australia Pty. Limited,AU:1:1:0.7956
1158:17993:STEL-AS-AP SamoaTel Limited,WS:1:1:0.7958
1159:202054:S4N-AS GRUPO SYS4NET, S.L.,ES:1:1:0.7959
1160:202056:NAQUADRIA-AS Naquadria S.n.c. di Solari Alessandro E Bellini Lorenzo,IT:1:1:0.7960
1161:29125:TATINT-AS OJSC "Vimpelcom",RU:1:1:0.7961
1162:29121:CANKARJEVDOM-AS Cankarjev dom,SI:1:1:0.7963
1163:55:UPENN - University of Pennsylvania,US:1:1:0.7964
1164:21334:ASN-VODAFONE-HU VODAFONE-HU Vodafone Hungary Ltd.,HU:1:1:0.7965
1165:52:UCLA - University of California, Los Angeles,US:1:1:0.7967
1166:59494:ENIGMA-TELECOM-AS Enigma Telecom Ltd.,RU:1:1:0.7968
1167:47527:DLX-AS DLX ApS,DK:1:1:0.7969
1168:30619:TDM-AS,MZ:1:1:0.7971
1169:31562:OPENMARKET OpenMarket Limited,GB:1:1:0.7972
1170:35045:OPERATELECOM-AS Oxygen8 Communications UK Limited,GB:1:1:0.7973
1171:35046:OMEGAPLUS-AS OMEGA plus Chrudim s.r.o.,CZ:1:1:0.7974
1172:12859:NL-BIT BIT BV,NL:1:1:0.7976
1173:197264:TELECOM_LUXEMBOURG_PRIVATE_OPERATOR Telecom Luxembourg Private Operator S.A.,LU:1:1:0.7977
1174:8522:FORTH-AS Foundation for Research and Technology,GR:1:1:0.7978
1175:5609:ASN-CSELT # AS-CSELT CONVERTED TO ASN-CSELT FOR RPSL COMPLIANCE TELECOM ITALIA SPA,IT:1:1:0.7980
1176:15022:ADEPT-ZA,ZA:1:1:0.7981
1177:29632:NASSIST-AS NetAssist LLC,RU:1:1:0.7982
1178:28728:INFORNAX-AS The AS includes the network infrastructure of Infornax, an Internet Service Provider in Veszperm County, Hungary.,HU:1:1:0.7984
1179:31103:KEYWEB-AS Keyweb AG,DE:1:1:0.7985
1180:35263:RLAN-AS RLAN Internet Tavkozlesi Szolgaltato Kft.,HU:1:1:0.7986
1181:50989:SITABINFRA-NORDIC-AS SITAB Infrastruktur,NO:1:1:0.7987
1182:50986:EXCELLENT-HOSTING Excellent Hosting Sweden AB,SE:1:1:0.7989
1183:199961:OSOFON-AS Joan Gaudes Guzman,ES:1:1:0.7990
1184:31213:MF-NWGSM-AS OJSC MegaFon,RU:4:1:0.7991
1185:48848:RU-TELSERVT-MIX-AS Telekom Servis T at Moscow, MMTS9,RU:1:1:0.7993
1186:39151:CETEL CeTEL GmbH,DE:1:1:0.7994
1187:39150:TRANSIT-TELECOM-AS Transit Telecom LLC.,RU:1:1:0.7995
1188:59498:TERALINESVIAZ-AS Teraline Telecom Sviaz Ltd.,RU:1:1:0.7997
1189:30969:ZOL-AS Zimbabwe OnLine (Private) Ltd.,GB:1:1:0.7998
1190:24768:ALMOUROLTEC ALMOUROLTEC SERVICOS DE INFORMATICA E INTERNET LDA,PT:1:1:0.7999
1191:39396:NBIS-AS NBI Systems Ltd.,BG:1:1:0.8001
1192:39392:SUPERNETWORK-AS SuperNetwork s.r.o.,CZ:1:1:0.8002
1193:50505:ATS-AS ATS sp.j.,PL:1:1:0.8003
1194:50503:TP-AS Tampereen Puhelin Oy,FI:1:1:0.8004
1195:60323:SPNT-AS Szczecinski Park Naukowo - Technologiczny Sp. z o.o.,PL:1:1:0.8006
1196:12849:HOTNET-IL Hot-Net internet services Ltd.,IL:2:1:0.8007
1197:16134:NEODIGIT_AS Neodigit, S.L.,ES:1:1:0.8008
1198:197889:MICROSYSTEM Microsystem-Kecskemet Kft,HU:1:1:0.8010
1199:34574:REKSOFT-AS Reksoft Co. Ltd.,RU:1:1:0.8011
1200:37002:Reunicable,RE:1:1:0.8012
1201:35665:NETENSIA Netensia SARL,FR:1:1:0.8014
1202:29007:PETROTEL-AS Petrotel Sp. z o.o.,PL:1:1:0.8015
1203:35662:REDSTATION Redstation Limited,GB:1:1:0.8016
1204:13672:FAIRPO-3 - FAIRPOINT COMMUNICATIONS, INC.,US:1:1:0.8017
1205:39020:COMVIVE-AS Comvive Servidores S.L.,ES:1:1:0.8019
1206:32244:LIQUID-WEB-INC - Liquid Web, Inc.,US:1:1:0.8020
1207:13213:UK2NET-AS UK2 - Ltd,GB:1:1:0.8021
1208:25415:ADDIX-AS ADDIX Internet Services GmbH,DE:1:1:0.8023
1209:56665:ASN-TELINDUS-TELECOM Telindus S.A,LU:2:1:0.8024
1210:25145:TEKNOTEL-AS TEKNOTEL TELEKOMUNIKASYON SANAYI VE TICARET A.S.,TR:1:1:0.8025
1211:25148:BASEFARM-ASN Basefarm AS. Oslo - Norway,NO:1:1:0.8027
1212:57370:WINGO Wingo AG,CH:2:1:0.8028
1213:57795:NGNETWORKS Next Gen Networks B.V.,NL:1:1:0.8029
1214:24940:HETZNER-AS Hetzner Online AG,DE:1:1:0.8031
1215:60497:ICT-MEDIA Uwe Zeidler,LU:1:1:0.8032
1216:33796:BNAA-AS BoligNet-Aarhus,DK:1:1:0.8033
1217:25384:DMDATA-AS IBM Denmark ApS,DK:1:1:0.8034
1218:4608:APNIC-SERVICES Asia Pacific Network Information Centre,AU:1:1:0.8036
1219:60256:MEGANETWORK-ASN E-Money Net Developers 24 Company Private Joint Stock,IR:1:1:0.8037
1220:60257:ORIGIN Origin Broadband Limited,GB:1:1:0.8038
